<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.10	17:00:00	1857.14	1859.40	1856.48	1858.23	2136	0	0
2022.05.10	17:15:00	1858.28	1859.88	1856.91	1858.53	1907	0	0
2022.05.10	17:30:00	1858.46	1858.90	1853.83	1854.49	1963	0	0
2022.05.10	17:45:00	1854.54	1854.54	1845.32	1849.90	2647	0	0
2022.05.10	18:00:00	1849.96	1850.23	1845.70	1845.98	2580	0	0
2022.05.10	18:15:00	1845.96	1849.07	1845.77	1847.82	2122	0	0
2022.05.10	18:30:00	1847.80	1847.80	1843.87	1845.85	2303	0	0
2022.05.10	18:45:00	1845.92	1846.16	1841.43	1844.32	2283	0	0
2022.05.10	19:00:00	1844.36	1845.07	1842.66	1843.44	2088	0	0
2022.05.10	19:15:00	1843.44	1843.80	1842.25	1843.49	1450	0	0
2022.05.10	19:30:00	1843.48	1847.46	1842.21	1847.15	1782	0	0
2022.05.10	19:45:00	1847.16	1847.38	1844.67	1844.98	1347	0	0
2022.05.10	20:00:00	1844.97	1846.90	1842.66	1843.16	1784	0	0
2022.05.10	20:15:00	1843.12	1843.75	1839.88	1841.99	1925	0	0
2022.05.10	20:30:00	1842.04	1845.32	1841.97	1844.30	1860	0	0
2022.05.10	20:45:00	1844.30	1846.83	1843.59	1846.58	1531	0	0
2022.05.10	21:00:00	1846.59	1846.90	1844.75	1845.79	1362	0	0
2022.05.10	21:15:00	1845.85	1845.86	1843.84	1844.09	1593	0	3
2022.05.10	21:30:00	1844.07	1844.96	1842.52	1843.96	1192	0	0
2022.05.10	21:45:00	1843.96	1844.13	1840.28	1841.74	1319	0	0
2022.05.10	22:00:00	1841.78	1843.16	1840.36	1842.35	1266	0	0
2022.05.10	22:15:00	1842.35	1842.72	1840.59	1841.66	1248	0	0
2022.05.10	22:30:00	1841.68	1841.72	1839.12	1839.34	1150	0	0
2022.05.10	22:45:00	1839.28	1840.70	1835.46	1836.83	1303	0	0
2022.05.10	23:00:00	1836.93	1838.28	1836.00	1837.92	833	0	0
2022.05.10	23:15:00	1837.90	1840.56	1837.86	1839.91	720	0	0
2022.05.10	23:30:00	1839.93	1840.01	1837.39	1838.08	481	0	0
2022.05.10	23:45:00	1838.00	1839.79	1837.88	1838.24	468	0	3
2022.05.11	01:00:00	1839.08	1840.25	1838.97	1840.07	309	0	6
2022.05.11	01:15:00	1840.07	1840.17	1838.82	1839.27	325	0	4
2022.05.11	01:30:00	1839.22	1839.32	1838.70	1839.15	242	0	0
2022.05.11	01:45:00	1839.13	1839.68	1838.58	1838.69	303	0	0
2022.05.11	02:00:00	1838.58	1839.12	1837.98	1838.77	281	0	0
2022.05.11	02:15:00	1838.66	1838.95	1838.12	1838.25	278	0	9
2022.05.11	02:30:00	1838.32	1838.47	1834.64	1835.12	506	0	3
2022.05.11	02:45:00	1835.07	1835.34	1833.18	1833.61	851	0	0
2022.05.11	03:00:00	1833.62	1834.09	1832.46	1833.85	887	0	0
2022.05.11	03:15:00	1833.86	1834.17	1832.72	1833.69	665	0	6
2022.05.11	03:30:00	1833.67	1833.91	1832.05	1832.36	797	0	0
2022.05.11	03:45:00	1832.35	1833.81	1832.03	1832.52	839	0	0
2022.05.11	04:00:00	1832.49	1833.96	1832.35	1833.23	1334	0	0
2022.05.11	04:15:00	1833.25	1834.00	1832.52	1833.94	855	0	1
2022.05.11	04:30:00	1833.91	1835.36	1833.37	1835.24	1036	0	0
2022.05.11	04:45:00	1835.16	1837.87	1835.06	1837.39	1031	0	0
2022.05.11	05:00:00	1837.37	1838.65	1836.38	1838.65	1043	0	0
2022.05.11	05:15:00	1838.65	1838.96	1836.88	1837.27	583	0	0
2022.05.11	05:30:00	1837.28	1838.66	1837.18	1837.61	839	0	0
2022.05.11	05:45:00	1837.61	1840.00	1837.12	1838.56	825	0	1
2022.05.11	06:00:00	1838.56	1838.61	1837.35	1838.02	812	0	4
2022.05.11	06:15:00	1837.92	1838.78	1837.35	1837.58	553	0	0
2022.05.11	06:30:00	1837.69	1838.11	1836.33	1837.91	622	0	0
2022.05.11	06:45:00	1837.95	1838.33	1836.30	1836.47	607	0	0
2022.05.11	07:00:00	1836.37	1836.51	1835.93	1836.24	645	0	3
2022.05.11	07:15:00	1836.25	1839.09	1836.18	1838.77	527	0	5
2022.05.11	07:30:00	1838.73	1839.13	1837.39	1838.77	463	0	3
2022.05.11	07:45:00	1838.76	1839.11	1838.47	1839.00	412	0	1
2022.05.11	08:00:00	1838.97	1839.38	1837.18	1837.63	633	0	0
2022.05.11	08:15:00	1837.62	1839.31	1837.54	1839.02	684	0	0
2022.05.11	08:30:00	1839.02	1839.50	1837.13	1838.54	1087	0	0
2022.05.11	08:45:00	1838.56	1838.86	1837.52	1837.84	874	0	0
2022.05.11	09:00:00	1837.82	1839.85	1837.33	1839.51	806	0	0
2022.05.11	09:15:00	1839.48	1844.04	1839.05	1842.38	1382	0	0
2022.05.11	09:30:00	1842.38	1845.08	1842.15	1845.08	1061	0	1
2022.05.11	09:45:00	1845.08	1845.80	1843.72	1844.22	1090	0	0
2022.05.11	10:00:00	1844.20	1849.83	1843.29	1848.39	1369	0	0
2022.05.11	10:15:00	1848.26	1851.16	1846.52	1847.09	2050	0	0
2022.05.11	10:30:00	1847.10	1849.92	1846.90	1849.84	1208	0	2
2022.05.11	10:45:00	1849.90	1850.63	1848.52	1848.74	1183	0	0
2022.05.11	11:00:00	1848.74	1850.94	1848.22	1850.70	1008	0	0
2022.05.11	11:15:00	1850.81	1850.95	1848.32	1848.32	1162	0	0
2022.05.11	11:30:00	1848.32	1849.04	1846.70	1848.56	914	0	0
2022.05.11	11:45:00	1848.56	1852.52	1848.08	1851.66	1115	0	0
2022.05.11	12:00:00	1851.64	1854.31	1850.66	1854.28	1121	0	0
2022.05.11	12:15:00	1854.24	1854.28	1850.70	1851.08	1011	0	1
2022.05.11	12:30:00	1851.08	1851.92	1850.74	1850.92	931	0	0
2022.05.11	12:45:00	1850.98	1853.21	1850.77	1852.44	704	0	0
2022.05.11	13:00:00	1852.90	1853.49	1851.90	1852.88	835	0	2
2022.05.11	13:15:00	1852.88	1853.26	1851.16	1852.97	747	0	0
2022.05.11	13:30:00	1852.98	1854.23	1852.40	1854.12	773	0	0
2022.05.11	13:45:00	1854.12	1854.13	1852.35	1852.58	797	0	2
2022.05.11	14:00:00	1852.56	1854.16	1852.30	1853.19	865	0	0
2022.05.11	14:15:00	1853.21	1854.14	1852.56	1852.80	988	0	0
2022.05.11	14:30:00	1852.79	1853.79	1851.25	1851.37	931	0	0
2022.05.11	14:45:00	1851.34	1853.13	1850.22	1850.32	932	0	0
2022.05.11	15:00:00	1850.32	1852.14	1849.49	1850.48	1183	0	0
2022.05.11	15:15:00	1850.48	1851.14	1848.14	1849.64	1532	0	0
2022.05.11	15:30:00	1849.76	1849.94	1834.97	1841.00	3375	0	0
2022.05.11	15:45:00	1841.04	1843.26	1835.50	1839.51	3088	0	0
2022.05.11	16:00:00	1839.51	1847.28	1837.76	1846.34	3033	0	0
2022.05.11	16:15:00	1846.35	1851.29	1844.38	1849.76	2782	0	0
2022.05.11	16:30:00	1849.74	1856.03	1847.18	1854.60	3266	0	0
2022.05.11	16:45:00	1854.61	1858.18	1851.08	1853.30	3072	0	0
2022.05.11	17:00:00	1853.40	1853.64	1846.40	1849.06	2596	0	0
2022.05.11	17:15:00	1849.07	1851.43	1846.71	1848.92	2550	0	0
2022.05.11	17:30:00	1848.86	1852.69	1847.57	1852.08	2558	0	0
2022.05.11	17:45:00	1852.08	1852.89	1850.57	1851.18	2442	0	0
2022.05.11	18:00:00	1851.20	1851.42	1847.50	1850.82	2046	0	0
2022.05.11	18:15:00	1850.73	1853.95	1848.66	1853.50	2081	0	0
2022.05.11	18:30:00	1853.49	1854.92	1852.77	1854.15	2099	0	0
2022.05.11	18:45:00	1854.14	1854.63	1850.79	1852.32	1732	0	0
2022.05.11	19:00:00	1852.31	1853.41	1851.41	1853.16	1719	0	0
2022.05.11	19:15:00	1853.14	1854.63	1851.34	1851.40	2043	0	0
2022.05.11	19:30:00	1851.38	1853.11	1850.14	1853.04	1784	0	0
2022.05.11	19:45:00	1852.98	1853.81	1851.62	1852.19	1331	0	0
2022.05.11	20:00:00	1852.20	1854.22	1850.76	1853.56	1947	0	0
2022.05.11	20:15:00	1853.55	1856.51	1853.45	1854.09	1565	0	0
2022.05.11	20:30:00	1854.02	1854.74	1852.21	1853.73	1303	0	0
2022.05.11	20:45:00	1853.72	1853.91	1851.57	1851.95	1412	0	0
2022.05.11	21:00:00	1851.90	1855.64	1851.85	1852.87	1825	0	1
2022.05.11	21:15:00	1852.84	1853.20	1851.27	1852.13	1379	0	0
2022.05.11	21:30:00	1852.12	1852.48	1850.86	1851.92	1155	0	0
2022.05.11	21:45:00	1851.92	1853.37	1850.67	1852.89	1251	0	0
2022.05.11	22:00:00	1852.98	1853.83	1851.19	1852.61	1054	0	0
2022.05.11	22:15:00	1852.45	1854.23	1852.15	1853.76	1035	0	0
2022.05.11	22:30:00	1853.79	1854.42	1853.58	1853.86	929	0	1
2022.05.11	22:45:00	1853.88	1854.37	1852.56	1853.08	896	0	0
2022.05.11	23:00:00	1853.09	1853.21	1852.28	1852.48	526	0	0
2022.05.11	23:15:00	1852.39	1852.64	1851.57	1851.71	358	0	5
2022.05.11	23:30:00	1851.73	1852.49	1851.72	1852.13	217	0	0
2022.05.11	23:45:00	1852.14	1852.51	1852.13	1852.44	175	0	10
2022.05.12	01:00:00	1851.88	1851.88	1851.12	1851.24	336	0	8
2022.05.12	01:15:00	1851.16	1851.87	1850.96	1851.74	242	0	2
2022.05.12	01:30:00	1851.68	1852.85	1851.60	1852.84	276	0	2
2022.05.12	01:45:00	1852.82	1852.92	1852.42	1852.67	229	0	3
2022.05.12	02:00:00	1852.67	1853.37	1852.54	1852.93	295	0	0
2022.05.12	02:15:00	1853.00	1853.50	1852.99	1853.39	110	0	0
2022.05.12	02:30:00	1853.39	1854.59	1853.37	1854.47	215	0	0
2022.05.12	02:45:00	1854.46	1856.19	1853.61	1854.10	405	0	1
2022.05.12	03:00:00	1854.10	1854.80	1851.91	1853.42	959	0	0
2022.05.12	03:15:00	1853.41	1855.31	1853.24	1855.07	1017	0	4
2022.05.12	03:30:00	1855.08	1857.66	1853.95	1857.02	1459	0	2
2022.05.12	03:45:00	1857.02	1857.54	1856.69	1857.28	942	0	0
2022.05.12	04:00:00	1857.27	1857.32	1853.80	1855.23	1343	0	5
2022.05.12	04:15:00	1855.23	1857.13	1855.23	1857.05	1075	0	6
2022.05.12	04:30:00	1857.03	1858.76	1857.00	1857.98	1076	0	0
2022.05.12	04:45:00	1858.00	1858.76	1856.74	1857.16	937	0	2
2022.05.12	05:00:00	1857.19	1857.72	1856.44	1856.70	884	0	0
2022.05.12	05:15:00	1856.69	1858.31	1856.12	1857.05	598	0	0
2022.05.12	05:30:00	1857.03	1857.28	1853.46	1853.61	1044	0	0
2022.05.12	05:45:00	1853.61	1853.84	1852.21	1853.12	1077	0	0
2022.05.12	06:00:00	1853.21	1854.89	1852.58	1854.62	806	0	0
2022.05.12	06:15:00	1854.59	1855.04	1853.71	1854.64	756	0	3
2022.05.12	06:30:00	1854.67	1854.67	1853.37	1853.48	566	0	3
2022.05.12	06:45:00	1853.40	1853.51	1851.87	1853.01	568	0	0
2022.05.12	07:00:00	1853.06	1853.55	1852.71	1853.43	520	0	7
2022.05.12	07:15:00	1853.45	1853.65	1852.91	1853.03	587	0	1
2022.05.12	07:30:00	1853.06	1853.15	1850.12	1850.20	676	0	0
2022.05.12	07:45:00	1850.18	1852.73	1850.18	1851.10	734	0	0
2022.05.12	08:00:00	1851.11	1852.65	1851.04	1851.06	948	0	4
2022.05.12	08:15:00	1851.11	1852.57	1850.74	1851.35	888	0	0
2022.05.12	08:30:00	1851.45	1851.45	1847.48	1848.78	1421	0	1
2022.05.12	08:45:00	1848.80	1850.38	1848.64	1850.04	1194	0	3
2022.05.12	09:00:00	1850.06	1851.30	1847.86	1847.95	1517	0	0
2022.05.12	09:15:00	1847.95	1852.18	1847.94	1851.36	1537	0	0
2022.05.12	09:30:00	1851.38	1854.16	1851.28	1851.77	1609	0	0
2022.05.12	09:45:00	1851.78	1853.17	1850.95	1851.94	1134	0	0
2022.05.12	10:00:00	1851.94	1851.95	1846.66	1847.04	1978	0	0
2022.05.12	10:15:00	1846.98	1847.73	1844.02	1847.68	2205	0	0
2022.05.12	10:30:00	1847.68	1852.02	1847.68	1850.24	2128	0	0
2022.05.12	10:45:00	1850.30	1853.75	1850.03	1850.90	1704	0	0
2022.05.12	11:00:00	1850.85	1852.09	1848.99	1849.94	2115	0	0
2022.05.12	11:15:00	1849.93	1852.33	1849.43	1851.08	1715	0	0
2022.05.12	11:30:00	1851.11	1851.36	1847.20	1848.40	1697	0	0
2022.05.12	11:45:00	1848.39	1848.64	1846.75	1847.18	1409	0	0
2022.05.12	12:00:00	1847.21	1851.21	1846.04	1850.06	1701	0	1
2022.05.12	12:15:00	1850.00	1851.21	1848.70	1850.41	1386	0	0
2022.05.12	12:30:00	1850.31	1851.54	1848.75	1850.02	1430	0	0
2022.05.12	12:45:00	1849.99	1851.24	1847.74	1848.16	1307	0	0
2022.05.12	13:00:00	1848.15	1850.16	1848.10	1849.10	1273	0	0
2022.05.12	13:15:00	1849.10	1850.84	1848.60	1850.54	1180	0	0
2022.05.12	13:30:00	1850.55	1852.09	1845.84	1848.14	1689	0	0
2022.05.12	13:45:00	1848.12	1849.45	1845.79	1847.34	1724	0	0
2022.05.12	14:00:00	1847.26	1848.00	1844.60	1846.19	1738	0	0
2022.05.12	14:15:00	1846.18	1848.16	1845.62	1847.68	1724	0	0
2022.05.12	14:30:00	1847.60	1848.26	1840.07	1841.24	2111	0	0
2022.05.12	14:45:00	1841.24	1843.90	1841.06	1842.52	1758	0	0
2022.05.12	15:00:00	1842.42	1844.60	1841.14	1844.06	1859	0	0
2022.05.12	15:15:00	1844.10	1844.37	1841.50	1844.12	1895	0	0
2022.05.12	15:30:00	1844.06	1847.62	1843.65	1846.18	2541	0	0
2022.05.12	15:45:00	1846.18	1846.86	1843.40	1845.20	2075	0	0
2022.05.12	16:00:00	1845.12	1847.72	1842.70	1846.94	2208	0	0
2022.05.12	16:15:00	1846.95	1849.14	1845.04	1845.12	2113	0	0
2022.05.12	16:30:00	1845.08	1848.38	1844.24	1845.72	3185	0	0
2022.05.12	16:45:00	1845.79	1846.52	1838.72	1839.14	2771	0	0
2022.05.12	17:00:00	1839.16	1842.83	1835.74	1842.67	2746	0	0
2022.05.12	17:15:00	1842.72	1843.18	1838.22	1839.56	2511	0	0
2022.05.12	17:30:00	1839.58	1840.38	1837.32	1838.92	2296	0	0
2022.05.12	17:45:00	1838.94	1842.31	1837.70	1842.22	2284	0	0
2022.05.12	18:00:00	1842.23	1843.30	1839.90	1840.97	2091	0	0
2022.05.12	18:15:00	1840.98	1841.56	1837.39	1837.40	1767	0	0
2022.05.12	18:30:00	1837.38	1838.08	1835.75	1835.98	1870	0	0
2022.05.12	18:45:00	1835.92	1836.06	1833.43	1835.63	2065	0	0
2022.05.12	19:00:00	1835.62	1836.09	1833.29	1836.00	1892	0	0
2022.05.12	19:15:00	1836.00	1836.77	1833.94	1836.66	1446	0	0
2022.05.12	19:30:00	1836.68	1837.18	1833.94	1834.88	1587	0	0
2022.05.12	19:45:00	1834.97	1835.12	1824.17	1825.52	2181	0	0
2022.05.12	20:00:00	1825.54	1825.93	1822.24	1825.71	2268	0	0
2022.05.12	20:15:00	1825.68	1826.69	1824.96	1825.51	1680	0	0
2022.05.12	20:30:00	1825.51	1825.78	1821.94	1823.33	1412	0	0
2022.05.12	20:45:00	1823.32	1824.27	1822.36	1823.05	1165	0	0
2022.05.12	21:00:00	1823.03	1824.87	1822.76	1823.31	1217	0	0
2022.05.12	21:15:00	1823.31	1823.47	1822.21	1822.64	1015	0	0
2022.05.12	21:30:00	1822.65	1823.07	1821.55	1821.85	934	0	0
2022.05.12	21:45:00	1821.86	1824.08	1821.83	1823.18	837	0	0
2022.05.12	22:00:00	1823.17	1823.83	1821.87	1822.78	1049	0	0
2022.05.12	22:15:00	1822.76	1824.59	1822.69	1823.45	995	0	0
2022.05.12	22:30:00	1823.25	1824.37	1822.78	1824.03	1149	0	0
2022.05.12	22:45:00	1824.00	1825.41	1823.77	1824.02	1269	0	0
2022.05.12	23:00:00	1824.02	1824.02	1821.87	1823.03	748	0	0
2022.05.12	23:15:00	1823.04	1823.51	1822.76	1823.16	565	0	0
2022.05.12	23:30:00	1823.17	1823.59	1822.40	1823.22	466	0	0
2022.05.12	23:45:00	1822.16	1822.18	1821.29	1821.80	213	0	10
2022.05.13	01:00:00	1822.64	1823.57	1822.58	1822.71	448	0	2
2022.05.13	01:15:00	1822.74	1822.87	1818.02	1819.98	577	0	0
2022.05.13	01:30:00	1819.96	1820.20	1810.09	1818.61	950	0	0
2022.05.13	01:45:00	1818.61	1820.00	1814.70	1819.26	669	0	2
2022.05.13	02:00:00	1819.23	1820.69	1818.68	1819.65	598	0	3
2022.05.13	02:15:00	1819.64	1820.88	1819.22	1819.76	413	0	2
2022.05.13	02:30:00	1819.80	1821.36	1819.12	1821.08	503	0	2
2022.05.13	02:45:00	1821.04	1822.58	1820.20	1821.41	666	0	0
2022.05.13	03:00:00	1821.39	1823.45	1821.26	1822.88	1047	0	6
2022.05.13	03:15:00	1822.87	1823.84	1822.55	1823.61	707	0	4
2022.05.13	03:30:00	1823.62	1823.90	1821.80	1822.84	817	0	2
2022.05.13	03:45:00	1822.78	1822.83	1820.88	1822.46	812	0	6
2022.05.13	04:00:00	1822.47	1825.22	1822.42	1825.02	1448	0	3
2022.05.13	04:15:00	1825.00	1825.31	1823.99	1824.70	1408	0	4
2022.05.13	04:30:00	1824.74	1825.49	1822.44	1823.30	1430	0	0
2022.05.13	04:45:00	1823.30	1825.37	1823.12	1823.49	1059	0	0
2022.05.13	05:00:00	1823.41	1824.90	1823.32	1823.69	1344	0	0
2022.05.13	05:15:00	1823.66	1825.18	1822.88	1824.86	641	0	1
2022.05.13	05:30:00	1824.86	1825.55	1824.10	1824.14	846	0	3
2022.05.13	05:45:00	1824.19	1825.29	1823.81	1824.89	803	0	2
2022.05.13	06:00:00	1824.87	1825.07	1824.01	1824.60	778	0	2
2022.05.13	06:15:00	1824.60	1826.65	1824.58	1825.86	1136	0	0
2022.05.13	06:30:00	1825.82	1827.02	1825.43	1826.40	835	0	4
2022.05.13	06:45:00	1826.48	1826.48	1824.87	1824.87	654	0	3
2022.05.13	07:00:00	1824.84	1827.48	1824.73	1825.73	729	0	4
2022.05.13	07:15:00	1825.64	1827.07	1825.48	1827.07	490	0	1
2022.05.13	07:30:00	1827.04	1827.26	1825.97	1826.72	505	0	2
2022.05.13	07:45:00	1826.72	1827.50	1826.31	1826.61	685	0	2
2022.05.13	08:00:00	1826.62	1827.55	1825.78	1826.00	669	0	4
2022.05.13	08:15:00	1825.99	1828.40	1825.69	1827.78	638	0	0
2022.05.13	08:30:00	1827.79	1828.48	1826.78	1826.78	982	0	0
2022.05.13	08:45:00	1826.76	1827.13	1825.64	1825.76	856	0	0
2022.05.13	09:00:00	1825.76	1827.71	1825.45	1825.50	1158	0	0
2022.05.13	09:15:00	1825.48	1825.76	1822.74	1823.06	1484	0	0
2022.05.13	09:30:00	1823.05	1823.60	1821.36	1823.35	1490	0	0
2022.05.13	09:45:00	1823.42	1824.34	1821.91	1822.39	1335	0	0
2022.05.13	10:00:00	1822.42	1824.82	1822.09	1824.53	1866	0	0
2022.05.13	10:15:00	1824.52	1826.78	1823.60	1826.55	1518	0	0
2022.05.13	10:30:00	1826.66	1828.82	1826.21	1826.30	1739	0	0
2022.05.13	10:45:00	1826.29	1827.34	1824.24	1824.26	1408	0	0
2022.05.13	11:00:00	1824.28	1826.60	1823.58	1824.36	1281	0	0
2022.05.13	11:15:00	1824.36	1825.11	1821.64	1822.33	1163	0	0
2022.05.13	11:30:00	1822.31	1823.13	1820.29	1822.27	1256	0	0
2022.05.13	11:45:00	1822.30	1822.93	1821.97	1822.19	911	0	0
2022.05.13	12:00:00	1822.16	1823.96	1821.98	1822.94	1050	0	0
2022.05.13	12:15:00	1822.97	1823.66	1821.90	1822.86	933	0	0
2022.05.13	12:30:00	1822.84	1824.67	1822.62	1823.70	932	0	0
2022.05.13	12:45:00	1823.70	1824.15	1822.04	1823.04	1048	0	0
2022.05.13	13:00:00	1822.99	1822.99	1820.48	1820.48	1097	0	0
2022.05.13	13:15:00	1820.46	1820.52	1817.67	1817.94	1281	0	1
2022.05.13	13:30:00	1817.94	1818.62	1815.71	1816.67	1148	0	0
2022.05.13	13:45:00	1816.66	1820.50	1815.94	1819.80	1330	0	0
2022.05.13	14:00:00	1819.84	1820.52	1818.00	1818.47	1252	0	0
2022.05.13	14:15:00	1818.41	1818.61	1816.05	1817.54	1095	0	0
2022.05.13	14:30:00	1817.53	1819.10	1816.55	1816.86	1194	0	0
2022.05.13	14:45:00	1816.86	1817.96	1812.96	1813.93	1407	0	0
2022.05.13	15:00:00	1813.87	1816.19	1813.01	1816.12	1473	0	0
2022.05.13	15:15:00	1816.08	1816.59	1810.45	1812.72	2001	0	0
2022.05.13	15:30:00	1812.68	1815.16	1812.08	1812.08	1846	0	0
2022.05.13	15:45:00	1812.17	1812.53	1808.42	1810.30	1608	0	0
2022.05.13	16:00:00	1810.32	1810.52	1802.18	1803.02	2266	0	0
2022.05.13	16:15:00	1803.02	1805.26	1799.16	1804.66	2265	0	0
2022.05.13	16:30:00	1804.67	1807.29	1801.73	1802.42	2520	0	0
2022.05.13	16:45:00	1802.42	1807.60	1801.62	1806.43	2260	0	0
2022.05.13	17:00:00	1806.87	1817.44	1806.87	1814.98	2665	0	0
2022.05.13	17:15:00	1815.04	1817.49	1812.56	1816.12	2316	0	0
2022.05.13	17:30:00	1816.19	1818.42	1814.26	1815.83	2056	0	0
2022.05.13	17:45:00	1815.75	1815.94	1812.00	1814.78	2099	0	0
2022.05.13	18:00:00	1814.79	1816.64	1813.72	1815.06	1665	0	0
2022.05.13	18:15:00	1815.08	1815.11	1811.54	1811.78	1432	0	0
2022.05.13	18:30:00	1811.81	1813.43	1808.68	1808.90	1649	0	0
2022.05.13	18:45:00	1808.91	1809.78	1807.14	1809.10	1797	0	0
2022.05.13	19:00:00	1809.18	1811.91	1808.44	1811.17	1515	0	0
2022.05.13	19:15:00	1811.20	1812.76	1810.59	1812.72	1356	0	0
2022.05.13	19:30:00	1812.71	1813.06	1810.58	1810.97	1164	0	0
2022.05.13	19:45:00	1810.97	1811.52	1809.74	1811.31	1073	0	0
2022.05.13	20:00:00	1811.28	1812.02	1810.52	1811.57	1168	0	0
2022.05.13	20:15:00	1811.63	1811.79	1809.26	1809.26	1089	0	0
2022.05.13	20:30:00	1809.31	1810.70	1808.19	1808.50	865	0	0
2022.05.13	20:45:00	1808.47	1809.38	1807.87	1808.96	937	0	0
2022.05.13	21:00:00	1808.95	1809.91	1808.86	1809.04	800	0	0
2022.05.13	21:15:00	1809.06	1810.04	1808.79	1809.62	890	0	0
2022.05.13	21:30:00	1809.67	1811.25	1809.26	1809.54	983	0	0
2022.05.13	21:45:00	1809.56	1811.03	1809.24	1811.03	845	0	3
2022.05.13	22:00:00	1811.03	1811.10	1807.65	1808.36	969	0	0
2022.05.13	22:15:00	1808.36	1808.36	1806.94	1807.27	464	0	0
2022.05.13	22:30:00	1807.27	1808.72	1807.17	1807.97	678	0	0
2022.05.13	22:45:00	1807.88	1809.82	1807.79	1809.75	967	0	1
2022.05.13	23:00:00	1809.75	1810.34	1809.03	1809.66	427	0	8
2022.05.13	23:15:00	1809.66	1810.61	1809.65	1810.50	284	0	7
2022.05.13	23:30:00	1810.42	1811.26	1810.25	1811.26	250	0	10
2022.05.13	23:45:00	1811.24	1812.29	1810.46	1811.34	240	0	14
2022.05.16	01:00:00	1813.76	1814.80	1810.76	1813.62	606	0	0
2022.05.16	01:15:00	1813.58	1813.64	1811.03	1811.87	517	0	0
2022.05.16	01:30:00	1811.87	1812.05	1810.21	1810.74	342	0	0
2022.05.16	01:45:00	1810.72	1811.37	1810.30	1811.07	383	0	0
2022.05.16	02:00:00	1810.94	1811.75	1809.77	1811.18	544	0	6
2022.05.16	02:15:00	1811.18	1812.33	1810.74	1811.90	754	0	9
2022.05.16	02:30:00	1811.89	1811.98	1809.93	1810.88	426	0	9
2022.05.16	02:45:00	1810.94	1813.62	1810.36	1813.26	547	0	3
2022.05.16	03:00:00	1813.22	1813.91	1811.31	1813.22	799	0	5
2022.05.16	03:15:00	1813.26	1813.26	1811.55	1812.60	893	0	5
2022.05.16	03:30:00	1812.61	1813.68	1811.92	1813.39	529	0	3
2022.05.16	03:45:00	1813.48	1816.26	1813.31	1815.72	973	0	5
2022.05.16	04:00:00	1815.77	1816.88	1815.24	1815.65	1335	0	5
2022.05.16	04:15:00	1815.61	1815.83	1814.50	1815.64	1104	0	7
2022.05.16	04:30:00	1815.68	1816.60	1815.05	1815.40	1253	0	12
2022.05.16	04:45:00	1815.38	1817.59	1814.27	1814.54	1398	0	4
2022.05.16	05:00:00	1814.52	1814.52	1810.94	1812.35	1531	0	3
2022.05.16	05:15:00	1812.34	1813.03	1811.38	1811.84	974	0	0
2022.05.16	05:30:00	1811.78	1812.40	1810.23	1810.32	1161	0	4
2022.05.16	05:45:00	1810.33	1812.41	1810.23	1812.02	889	0	6
2022.05.16	06:00:00	1812.02	1813.12	1811.93	1812.25	701	0	9
2022.05.16	06:15:00	1812.24	1812.40	1809.84	1809.94	1044	0	7
2022.05.16	06:30:00	1809.96	1810.92	1809.57	1810.00	675	0	6
2022.05.16	06:45:00	1809.99	1811.11	1809.74	1810.76	615	0	9
2022.05.16	07:00:00	1810.76	1810.97	1809.25	1810.47	635	0	5
2022.05.16	07:15:00	1810.41	1811.27	1809.96	1810.26	570	0	0
2022.05.16	07:30:00	1810.24	1810.36	1808.12	1808.30	568	0	8
2022.05.16	07:45:00	1808.30	1808.76	1807.30	1807.75	520	0	8
2022.05.16	08:00:00	1807.76	1809.04	1806.75	1808.31	782	0	14
2022.05.16	08:15:00	1808.22	1808.51	1806.81	1806.89	784	0	0
2022.05.16	08:30:00	1806.89	1808.78	1806.63	1808.72	824	0	1
2022.05.16	08:45:00	1808.66	1809.86	1808.29	1809.12	817	0	1
2022.05.16	09:00:00	1809.12	1809.12	1804.94	1805.32	1380	0	0
2022.05.16	09:15:00	1805.31	1806.70	1804.85	1805.76	1005	0	0
2022.05.16	09:30:00	1805.75	1807.54	1805.54	1805.60	1124	0	0
2022.05.16	09:45:00	1805.50	1806.97	1805.36	1806.74	1098	0	0
2022.05.16	10:00:00	1806.90	1810.16	1806.28	1809.19	1513	0	0
2022.05.16	10:15:00	1809.23	1810.08	1806.70	1807.88	1227	0	0
2022.05.16	10:30:00	1807.84	1807.84	1794.62	1794.90	1785	0	0
2022.05.16	10:45:00	1794.91	1798.61	1786.88	1792.89	2313	0	0
2022.05.16	11:00:00	1792.75	1799.57	1792.62	1799.02	1762	0	0
2022.05.16	11:15:00	1799.04	1801.18	1797.34	1797.78	1256	0	0
2022.05.16	11:30:00	1797.76	1799.58	1795.95	1799.26	1165	0	0
2022.05.16	11:45:00	1799.28	1799.60	1797.82	1798.95	1173	0	0
2022.05.16	12:00:00	1798.94	1800.16	1798.36	1798.54	1035	0	0
2022.05.16	12:15:00	1798.51	1806.65	1798.50	1806.20	1235	0	0
2022.05.16	12:30:00	1806.22	1807.34	1802.14	1802.55	1343	0	0
2022.05.16	12:45:00	1802.55	1802.55	1799.92	1800.51	861	0	0
