<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.10.21	02:15:00	1782.20	1783.12	1781.83	1782.95	191	0	0
2021.10.21	02:30:00	1782.95	1782.95	1782.23	1782.60	141	0	0
2021.10.21	02:45:00	1782.60	1782.63	1781.46	1781.49	272	0	0
2021.10.21	03:00:00	1781.43	1782.81	1781.27	1781.73	662	0	0
2021.10.21	03:15:00	1781.74	1782.43	1781.33	1781.85	721	0	1
2021.10.21	03:30:00	1781.84	1782.66	1781.46	1782.66	476	0	1
2021.10.21	03:45:00	1782.77	1784.75	1782.76	1783.93	838	0	0
2021.10.21	04:00:00	1783.93	1783.98	1782.28	1782.60	1598	0	0
2021.10.21	04:15:00	1782.57	1783.87	1782.27	1782.75	1267	0	2
2021.10.21	04:30:00	1782.75	1785.25	1782.62	1785.11	1561	0	0
2021.10.21	04:45:00	1785.08	1787.14	1784.89	1786.80	1046	0	0
2021.10.21	05:00:00	1786.86	1788.51	1786.53	1788.12	993	0	0
2021.10.21	05:15:00	1788.12	1788.38	1786.86	1787.46	547	0	4
2021.10.21	05:30:00	1787.47	1789.46	1787.37	1788.34	1395	0	0
2021.10.21	05:45:00	1788.34	1788.51	1787.06	1787.57	986	0	0
2021.10.21	06:00:00	1787.59	1788.08	1785.61	1785.82	772	0	0
2021.10.21	06:15:00	1785.82	1786.52	1785.40	1786.45	798	0	0
2021.10.21	06:30:00	1786.45	1786.60	1785.66	1785.66	643	0	0
2021.10.21	06:45:00	1785.60	1786.51	1785.51	1786.47	425	0	0
2021.10.21	07:00:00	1786.47	1786.72	1785.41	1785.41	762	0	0
2021.10.21	07:15:00	1785.41	1786.40	1785.33	1785.59	1137	0	3
2021.10.21	07:30:00	1785.59	1786.00	1784.43	1784.50	725	0	0
2021.10.21	07:45:00	1784.50	1784.97	1784.22	1784.68	648	0	0
2021.10.21	08:00:00	1784.68	1785.62	1784.15	1784.87	788	0	0
2021.10.21	08:15:00	1784.89	1785.59	1783.83	1784.79	835	0	0
2021.10.21	08:30:00	1784.78	1784.82	1782.69	1784.53	1592	0	0
2021.10.21	08:45:00	1784.51	1786.28	1784.22	1786.05	1392	0	0
2021.10.21	09:00:00	1785.99	1787.61	1785.59	1787.07	1580	0	0
2021.10.21	09:15:00	1787.06	1787.30	1786.24	1786.25	1255	0	0
2021.10.21	09:30:00	1786.28	1786.34	1784.42	1786.34	1288	0	0
2021.10.21	09:45:00	1786.36	1786.37	1782.58	1783.46	1438	0	0
2021.10.21	10:00:00	1783.46	1783.77	1780.88	1781.83	1812	0	0
2021.10.21	10:15:00	1781.85	1782.68	1781.35	1782.32	1298	0	0
2021.10.21	10:30:00	1782.38	1783.76	1781.87	1783.58	1264	0	0
2021.10.21	10:45:00	1783.59	1783.90	1782.19	1782.65	962	0	0
2021.10.21	11:00:00	1782.68	1783.29	1781.91	1783.00	1393	0	0
2021.10.21	11:15:00	1782.99	1784.39	1782.92	1784.33	1120	0	0
2021.10.21	11:30:00	1784.35	1786.56	1784.31	1786.05	1013	0	0
2021.10.21	11:45:00	1786.12	1786.49	1785.51	1786.03	913	0	0
2021.10.21	12:00:00	1786.03	1786.05	1784.75	1785.72	812	0	0
2021.10.21	12:15:00	1785.69	1786.43	1785.69	1785.91	1183	0	0
2021.10.21	12:30:00	1785.95	1787.07	1785.26	1786.92	1088	0	0
2021.10.21	12:45:00	1786.91	1787.95	1786.79	1787.64	853	0	0
2021.10.21	13:00:00	1787.57	1787.70	1786.47	1786.77	833	0	0
2021.10.21	13:15:00	1786.77	1787.58	1785.84	1785.93	774	0	0
2021.10.21	13:30:00	1785.93	1786.99	1785.73	1785.75	555	0	0
2021.10.21	13:45:00	1785.76	1785.97	1784.10	1784.28	759	0	0
2021.10.21	14:00:00	1784.26	1784.91	1780.65	1781.01	1253	0	0
2021.10.21	14:15:00	1781.03	1782.54	1777.77	1777.87	1289	0	0
2021.10.21	14:30:00	1777.87	1780.61	1777.87	1778.97	1444	0	0
2021.10.21	14:45:00	1778.87	1780.00	1777.55	1778.45	1734	0	0
2021.10.21	15:00:00	1778.43	1780.96	1776.50	1780.70	2070	0	0
2021.10.21	15:15:00	1780.69	1783.48	1779.34	1781.26	1785	0	0
2021.10.21	15:30:00	1781.23	1784.41	1780.87	1783.96	2511	0	0
2021.10.21	15:45:00	1784.00	1786.11	1780.55	1782.79	2435	0	0
2021.10.21	16:00:00	1782.84	1784.22	1780.46	1783.16	2691	0	0
2021.10.21	16:15:00	1783.08	1784.23	1781.67	1783.07	2148	0	0
2021.10.21	16:30:00	1783.11	1785.92	1781.21	1784.45	2886	0	0
2021.10.21	16:45:00	1784.51	1785.28	1779.52	1779.88	2534	0	0
2021.10.21	17:00:00	1779.74	1781.64	1778.39	1781.61	2694	0	0
2021.10.21	17:15:00	1781.47	1781.86	1778.81	1780.25	2336	0	0
2021.10.21	17:30:00	1780.25	1781.45	1779.47	1780.69	1836	0	0
2021.10.21	17:45:00	1780.71	1781.73	1779.90	1780.22	2054	0	0
2021.10.21	18:00:00	1780.21	1781.16	1778.69	1780.45	1611	0	0
2021.10.21	18:15:00	1780.49	1781.46	1779.95	1780.26	1442	0	0
2021.10.21	18:30:00	1780.28	1780.90	1779.35	1780.64	1000	0	0
2021.10.21	18:45:00	1780.63	1782.88	1780.43	1782.55	1360	0	0
2021.10.21	19:00:00	1782.55	1783.27	1781.72	1782.32	1008	0	0
2021.10.21	19:15:00	1782.30	1782.31	1780.57	1780.95	749	0	0
2021.10.21	19:30:00	1780.95	1781.67	1780.56	1781.14	719	0	0
2021.10.21	19:45:00	1781.14	1781.56	1780.03	1780.49	742	0	0
2021.10.21	20:00:00	1780.49	1780.51	1779.16	1779.75	964	0	0
2021.10.21	20:15:00	1779.74	1781.59	1779.57	1781.05	785	0	0
2021.10.21	20:30:00	1781.13	1781.80	1779.66	1779.77	629	0	0
2021.10.21	20:45:00	1779.77	1780.11	1778.59	1778.77	811	0	0
2021.10.21	21:00:00	1778.87	1779.39	1778.58	1779.01	809	0	0
2021.10.21	21:15:00	1779.08	1780.55	1778.90	1780.30	872	0	0
2021.10.21	21:30:00	1780.30	1780.78	1780.30	1780.54	473	0	0
2021.10.21	21:45:00	1780.54	1781.46	1780.27	1781.03	649	0	1
2021.10.21	22:00:00	1781.05	1782.32	1780.51	1782.18	579	0	0
2021.10.21	22:15:00	1782.19	1784.36	1782.17	1783.33	980	0	0
2021.10.21	22:30:00	1783.42	1783.92	1782.90	1783.85	301	0	0
2021.10.21	22:45:00	1783.86	1784.83	1783.13	1783.97	591	0	0
2021.10.21	23:00:00	1783.97	1784.35	1782.99	1783.16	305	0	2
2021.10.21	23:15:00	1783.17	1783.31	1782.82	1783.12	197	0	0
2021.10.21	23:30:00	1783.12	1783.31	1782.01	1782.24	262	0	0
2021.10.21	23:45:00	1782.27	1783.39	1782.15	1782.88	220	0	3
2021.10.22	01:00:00	1783.34	1783.47	1783.15	1783.26	133	0	2
2021.10.22	01:15:00	1783.26	1783.47	1782.95	1783.44	239	0	10
2021.10.22	01:30:00	1783.46	1783.97	1783.35	1783.87	206	0	3
2021.10.22	01:45:00	1783.86	1783.87	1783.41	1783.67	112	0	5
2021.10.22	02:00:00	1783.69	1785.63	1783.64	1785.63	305	0	3
2021.10.22	02:15:00	1785.66	1785.75	1785.30	1785.31	272	0	2
2021.10.22	02:30:00	1785.30	1786.13	1785.18	1785.85	293	0	2
2021.10.22	02:45:00	1785.86	1785.86	1784.61	1784.66	302	0	0
2021.10.22	03:00:00	1784.60	1785.22	1783.89	1784.02	541	0	0
2021.10.22	03:15:00	1784.02	1785.07	1783.57	1784.95	570	0	0
2021.10.22	03:30:00	1784.87	1786.11	1784.67	1785.71	610	0	2
2021.10.22	03:45:00	1785.71	1786.35	1784.69	1785.20	955	0	0
2021.10.22	04:00:00	1785.20	1787.10	1785.05	1786.48	1742	0	0
2021.10.22	04:15:00	1786.41	1786.56	1785.25	1786.02	912	0	0
2021.10.22	04:30:00	1786.04	1786.38	1784.49	1785.02	1079	0	0
2021.10.22	04:45:00	1785.06	1785.73	1784.45	1785.04	1142	0	0
2021.10.22	05:00:00	1785.03	1785.69	1784.86	1785.21	541	0	0
2021.10.22	05:15:00	1785.24	1786.63	1785.17	1786.42	454	0	0
2021.10.22	05:30:00	1786.44	1787.18	1785.98	1786.07	956	0	0
2021.10.22	05:45:00	1786.07	1787.03	1785.54	1786.75	981	0	0
2021.10.22	06:00:00	1786.70	1787.42	1785.77	1787.35	773	0	0
2021.10.22	06:15:00	1787.34	1788.06	1787.17	1787.90	943	0	0
2021.10.22	06:30:00	1787.80	1788.13	1787.57	1787.63	355	0	0
2021.10.22	06:45:00	1787.64	1787.65	1786.57	1787.09	228	0	0
2021.10.22	07:00:00	1787.04	1787.67	1786.84	1787.57	403	0	2
2021.10.22	07:15:00	1787.57	1787.74	1787.01	1787.01	210	0	0
2021.10.22	07:30:00	1787.01	1787.10	1786.42	1786.72	289	0	0
2021.10.22	07:45:00	1786.72	1786.96	1786.10	1786.40	298	0	4
2021.10.22	08:00:00	1786.43	1787.27	1786.10	1786.87	384	0	0
2021.10.22	08:15:00	1786.87	1787.55	1786.58	1787.51	374	0	0
2021.10.22	08:30:00	1787.51	1787.60	1786.51	1786.81	1052	0	0
2021.10.22	08:45:00	1786.81	1787.47	1786.53	1786.81	855	0	0
2021.10.22	09:00:00	1786.74	1787.60	1786.45	1787.37	1389	0	0
2021.10.22	09:15:00	1787.39	1789.02	1786.62	1788.27	1186	0	0
2021.10.22	09:30:00	1788.27	1792.86	1788.27	1792.81	1724	0	0
2021.10.22	09:45:00	1792.85	1793.77	1792.50	1793.10	1284	0	0
2021.10.22	10:00:00	1793.17	1794.52	1790.91	1791.72	1726	0	0
2021.10.22	10:15:00	1791.72	1793.24	1791.63	1792.07	1391	0	0
2021.10.22	10:30:00	1792.07	1792.87	1791.34	1791.45	1388	0	0
2021.10.22	10:45:00	1791.52	1793.44	1791.09	1793.20	1124	0	0
2021.10.22	11:00:00	1793.24	1794.78	1792.74	1792.85	1146	0	0
2021.10.22	11:15:00	1792.87	1792.87	1791.76	1792.03	776	0	0
2021.10.22	11:30:00	1792.10	1792.71	1790.66	1790.86	1166	0	0
2021.10.22	11:45:00	1790.86	1792.08	1790.67	1791.08	876	0	0
2021.10.22	12:00:00	1791.11	1792.75	1790.49	1792.48	1251	0	0
2021.10.22	12:15:00	1792.58	1792.82	1791.91	1792.42	702	0	0
2021.10.22	12:30:00	1792.42	1792.56	1791.06	1792.11	574	0	0
2021.10.22	12:45:00	1792.11	1793.35	1792.05	1793.15	615	0	0
2021.10.22	13:00:00	1793.15	1794.29	1792.61	1793.63	840	0	0
2021.10.22	13:15:00	1793.63	1794.22	1793.22	1793.45	740	0	0
2021.10.22	13:30:00	1793.44	1793.82	1792.48	1792.64	683	0	0
2021.10.22	13:45:00	1792.63	1792.99	1792.09	1792.18	552	0	0
2021.10.22	14:00:00	1792.21	1793.12	1791.83	1792.92	851	0	0
2021.10.22	14:15:00	1792.93	1795.06	1792.93	1794.23	984	0	0
2021.10.22	14:30:00	1794.23	1794.52	1792.00	1793.32	902	0	0
2021.10.22	14:45:00	1793.38	1793.81	1792.40	1792.40	696	0	0
2021.10.22	15:00:00	1792.40	1794.33	1791.29	1793.77	1460	0	0
2021.10.22	15:15:00	1793.77	1799.92	1793.26	1799.37	2120	0	0
2021.10.22	15:30:00	1799.37	1804.88	1797.82	1804.62	2239	0	0
2021.10.22	15:45:00	1804.63	1806.91	1803.88	1805.77	2196	0	0
2021.10.22	16:00:00	1805.85	1807.79	1804.47	1805.12	2263	0	0
2021.10.22	16:15:00	1805.20	1805.46	1803.37	1804.48	1462	0	0
2021.10.22	16:30:00	1804.50	1807.53	1804.19	1807.42	2226	0	0
2021.10.22	16:45:00	1806.16	1809.67	1805.01	1807.92	2140	0	0
2021.10.22	17:00:00	1808.01	1811.85	1807.29	1811.85	2021	0	0
2021.10.22	17:15:00	1811.85	1812.42	1810.21	1812.01	1918	0	0
2021.10.22	17:30:00	1812.01	1812.34	1809.11	1810.32	1533	0	0
2021.10.22	17:45:00	1810.38	1812.24	1810.05	1811.97	1529	0	0
2021.10.22	18:00:00	1811.96	1813.84	1806.35	1806.44	1744	0	0
2021.10.22	18:15:00	1806.46	1806.46	1799.73	1800.70	3121	0	0
2021.10.22	18:30:00	1800.76	1800.82	1782.91	1787.88	3517	0	0
2021.10.22	18:45:00	1787.88	1788.16	1784.91	1785.87	3264	0	0
2021.10.22	19:00:00	1785.83	1790.05	1784.44	1788.71	2729	0	0
2021.10.22	19:15:00	1788.73	1793.88	1788.33	1793.56	1912	0	0
2021.10.22	19:30:00	1793.56	1797.32	1793.27	1796.09	1974	0	0
2021.10.22	19:45:00	1796.10	1798.62	1796.10	1797.35	1342	0	0
2021.10.22	20:00:00	1797.39	1798.60	1793.99	1794.45	1421	0	0
2021.10.22	20:15:00	1794.45	1795.37	1793.00	1795.17	1408	0	0
2021.10.22	20:30:00	1795.12	1795.36	1791.96	1792.34	1077	0	0
2021.10.22	20:45:00	1792.37	1793.37	1791.27	1791.57	934	0	0
2021.10.22	21:00:00	1791.67	1793.76	1791.47	1793.09	1012	0	0
2021.10.22	21:15:00	1793.10	1793.69	1792.36	1793.49	752	0	0
2021.10.22	21:30:00	1793.49	1795.31	1793.19	1795.19	680	0	0
2021.10.22	21:45:00	1795.19	1795.19	1793.57	1794.14	703	0	0
2021.10.22	22:00:00	1794.22	1794.33	1792.14	1792.82	437	0	0
2021.10.22	22:15:00	1792.82	1793.56	1792.66	1793.13	319	0	0
2021.10.22	22:30:00	1793.18	1794.17	1793.07	1793.67	672	0	0
2021.10.22	22:45:00	1793.69	1794.56	1793.53	1794.30	514	0	0
2021.10.22	23:00:00	1794.30	1794.43	1793.45	1793.46	302	0	0
2021.10.22	23:15:00	1793.48	1793.80	1792.90	1793.70	185	0	0
2021.10.22	23:30:00	1793.60	1793.62	1792.02	1792.49	152	0	0
2021.10.22	23:45:00	1792.49	1793.09	1792.23	1792.56	230	0	3
2021.10.25	01:00:00	1792.97	1793.49	1792.54	1793.49	427	0	0
2021.10.25	01:15:00	1793.46	1793.62	1793.15	1793.35	199	0	7
2021.10.25	01:30:00	1793.35	1794.43	1792.97	1793.95	284	0	0
2021.10.25	01:45:00	1793.94	1794.19	1793.73	1793.97	178	0	3
2021.10.25	02:00:00	1793.95	1793.97	1793.00	1793.39	157	0	3
2021.10.25	02:15:00	1793.39	1793.39	1792.73	1792.92	186	0	2
2021.10.25	02:30:00	1792.92	1793.94	1792.62	1792.67	395	0	0
2021.10.25	02:45:00	1792.70	1794.47	1792.47	1794.41	501	0	0
2021.10.25	03:00:00	1794.54	1795.69	1793.85	1793.98	642	0	0
2021.10.25	03:15:00	1793.98	1794.70	1793.04	1794.17	642	0	0
2021.10.25	03:30:00	1794.17	1794.58	1793.33	1794.48	606	0	3
2021.10.25	03:45:00	1794.48	1797.76	1794.33	1797.11	1429	0	0
2021.10.25	04:00:00	1797.11	1797.85	1793.84	1794.30	2004	0	0
2021.10.25	04:15:00	1794.28	1795.05	1793.11	1794.06	1282	0	0
2021.10.25	04:30:00	1794.06	1794.17	1792.38	1792.85	1492	0	0
2021.10.25	04:45:00	1792.85	1794.87	1792.56	1794.78	1451	0	0
2021.10.25	05:00:00	1794.76	1794.95	1793.55	1794.51	1096	0	2
2021.10.25	05:15:00	1794.51	1794.74	1793.52	1793.59	665	0	2
2021.10.25	05:30:00	1793.72	1794.12	1792.27	1793.75	879	0	0
2021.10.25	05:45:00	1793.74	1795.22	1793.48	1795.16	1014	0	0
2021.10.25	06:00:00	1795.11	1797.05	1795.00	1797.05	900	0	0
2021.10.25	06:15:00	1797.01	1798.07	1796.47	1797.72	1144	0	0
2021.10.25	06:30:00	1797.72	1798.95	1797.65	1798.54	568	0	0
2021.10.25	06:45:00	1798.53	1799.12	1798.02	1798.45	603	0	0
2021.10.25	07:00:00	1798.46	1799.42	1798.41	1798.96	534	0	0
2021.10.25	07:15:00	1798.96	1799.24	1798.09	1798.52	309	0	0
2021.10.25	07:30:00	1798.54	1798.99	1797.56	1798.70	395	0	0
2021.10.25	07:45:00	1798.70	1801.17	1798.52	1800.55	719	0	0
2021.10.25	08:00:00	1800.55	1800.76	1798.05	1798.69	594	0	0
2021.10.25	08:15:00	1798.69	1799.08	1797.55	1797.95	766	0	0
2021.10.25	08:30:00	1797.95	1799.12	1797.18	1798.86	1043	0	0
2021.10.25	08:45:00	1798.86	1800.57	1798.59	1800.57	889	0	0
2021.10.25	09:00:00	1800.66	1800.66	1797.38	1798.70	1521	0	0
2021.10.25	09:15:00	1798.68	1799.60	1796.80	1797.29	1459	0	0
2021.10.25	09:30:00	1797.12	1798.22	1796.58	1797.04	1471	0	0
2021.10.25	09:45:00	1796.88	1797.45	1796.03	1796.62	1297	0	0
2021.10.25	10:00:00	1796.64	1798.33	1796.06	1798.11	1706	0	0
2021.10.25	10:15:00	1798.12	1799.99	1797.84	1798.99	1132	0	0
2021.10.25	10:30:00	1798.99	1799.03	1797.21	1797.69	1554	0	0
2021.10.25	10:45:00	1797.69	1799.72	1796.90	1799.08	825	0	0
2021.10.25	11:00:00	1799.06	1800.91	1798.64	1800.74	1347	0	0
2021.10.25	11:15:00	1800.71	1801.83	1799.34	1800.38	1183	0	0
2021.10.25	11:30:00	1800.32	1801.13	1799.77	1800.43	1189	0	0
2021.10.25	11:45:00	1800.34	1803.66	1800.15	1803.17	1248	0	0
2021.10.25	12:00:00	1803.21	1803.72	1801.58	1802.20	951	0	0
2021.10.25	12:15:00	1802.20	1802.41	1799.25	1799.76	1345	0	0
2021.10.25	12:30:00	1799.82	1799.90	1798.56	1799.61	913	0	0
2021.10.25	12:45:00	1799.51	1800.09	1798.82	1799.46	659	0	0
2021.10.25	13:00:00	1799.46	1799.91	1798.59	1799.51	659	0	0
2021.10.25	13:15:00	1799.52	1799.98	1798.96	1799.30	517	0	0
2021.10.25	13:30:00	1799.35	1799.87	1799.11	1799.73	260	0	0
2021.10.25	13:45:00	1799.73	1800.20	1799.39	1799.79	570	0	0
2021.10.25	14:00:00	1799.79	1801.78	1799.79	1801.64	579	0	0
2021.10.25	14:15:00	1801.63	1801.96	1801.04	1801.94	718	0	0
2021.10.25	14:30:00	1801.94	1802.16	1800.43	1800.71	707	0	0
2021.10.25	14:45:00	1800.80	1802.20	1800.50	1801.81	751	0	0
2021.10.25	15:00:00	1801.73	1803.25	1800.49	1801.23	1279	0	0
2021.10.25	15:15:00	1801.13	1802.72	1801.05	1801.57	1552	0	0
2021.10.25	15:30:00	1801.63	1804.30	1801.50	1803.24	1702	0	0
2021.10.25	15:45:00	1803.33	1804.73	1801.98	1803.19	1337	0	0
2021.10.25	16:00:00	1803.21	1803.65	1801.67	1803.26	1544	0	0
2021.10.25	16:15:00	1803.26	1804.20	1802.55	1804.13	1491	0	0
2021.10.25	16:30:00	1804.13	1806.55	1802.70	1805.88	2244	0	0
2021.10.25	16:45:00	1805.74	1810.03	1804.94	1807.83	2263	0	0
2021.10.25	17:00:00	1807.84	1809.74	1805.18	1808.62	2075	0	0
2021.10.25	17:15:00	1808.63	1809.79	1807.65	1808.83	1489	0	0
2021.10.25	17:30:00	1808.82	1808.86	1805.84	1806.62	1644	0	0
2021.10.25	17:45:00	1806.65	1807.53	1806.29	1807.10	1239	0	0
2021.10.25	18:00:00	1807.10	1807.68	1805.42	1807.35	1306	0	0
2021.10.25	18:15:00	1807.35	1808.57	1806.13	1808.12	1387	0	0
2021.10.25	18:30:00	1808.13	1808.59	1807.31	1807.31	1029	0	0
2021.10.25	18:45:00	1807.33	1808.54	1807.11	1808.18	930	0	0
2021.10.25	19:00:00	1808.18	1808.79	1807.64	1808.20	813	0	0
2021.10.25	19:15:00	1808.20	1808.34	1807.11	1807.29	627	0	0
2021.10.25	19:30:00	1807.27	1808.21	1806.77	1807.88	667	0	0
2021.10.25	19:45:00	1807.86	1808.01	1806.77	1806.95	755	0	0
2021.10.25	20:00:00	1806.95	1807.34	1805.95	1805.95	611	0	0
2021.10.25	20:15:00	1805.95	1806.34	1805.16	1805.27	737	0	0
2021.10.25	20:30:00	1805.28	1806.49	1805.16	1806.47	640	0	0
2021.10.25	20:45:00	1806.48	1806.90	1806.24	1806.72	355	0	0
2021.10.25	21:00:00	1806.70	1807.43	1806.60	1807.26	457	0	3
2021.10.25	21:15:00	1807.34	1807.99	1807.21	1807.92	350	0	0
2021.10.25	21:30:00	1807.92	1808.31	1807.80	1807.89	440	0	0
2021.10.25	21:45:00	1807.89	1808.32	1807.42	1808.17	425	0	0
2021.10.25	22:00:00	1808.31	1808.39	1806.94	1806.99	307	0	0
2021.10.25	22:15:00	1806.99	1807.11	1805.67	1806.18	329	0	0
2021.10.25	22:30:00	1806.19	1807.38	1806.18	1806.52	317	0	0
2021.10.25	22:45:00	1806.50	1806.90	1805.70	1806.79	460	0	0
2021.10.25	23:00:00	1806.77	1806.84	1806.41	1806.51	253	0	5
2021.10.25	23:15:00	1806.51	1806.93	1806.45	1806.89	136	0	6
2021.10.25	23:30:00	1806.88	1806.93	1806.55	1806.83	160	0	4
2021.10.25	23:45:00	1806.82	1807.70	1806.69	1807.66	201	0	4
2021.10.26	01:00:00	1807.29	1807.71	1807.28	1807.64	170	0	5
2021.10.26	01:15:00	1807.63	1807.99	1807.61	1807.93	131	0	3
2021.10.26	01:30:00	1807.90	1808.15	1807.86	1807.93	133	0	7
2021.10.26	01:45:00	1807.91	1808.07	1807.26	1807.27	147	0	7
2021.10.26	02:00:00	1807.28	1807.39	1807.06	1807.27	191	0	5
2021.10.26	02:15:00	1807.28	1807.80	1807.28	1807.78	118	0	1
2021.10.26	02:30:00	1807.80	1808.27	1807.76	1808.20	110	0	0
2021.10.26	02:45:00	1808.23	1808.37	1807.66	1807.89	165	0	0
2021.10.26	03:00:00	1807.86	1807.99	1806.70	1806.90	494	0	0
2021.10.26	03:15:00	1806.91	1807.07	1806.34	1806.35	553	0	0
2021.10.26	03:30:00	1806.34	1806.38	1805.47	1805.90	448	0	0
2021.10.26	03:45:00	1805.91	1806.07	1805.36	1805.36	569	0	0
2021.10.26	04:00:00	1805.37	1806.18	1804.71	1806.08	1144	0	0
2021.10.26	04:15:00	1806.09	1806.86	1805.16	1805.52	853	0	0
2021.10.26	04:30:00	1805.50	1805.51	1802.74	1803.17	911	0	0
2021.10.26	04:45:00	1803.18	1805.34	1802.89	1805.26	895	0	0
2021.10.26	05:00:00	1805.26	1805.95	1804.66	1804.77	769	0	2
2021.10.26	05:15:00	1804.77	1805.32	1803.93	1804.92	468	0	0
2021.10.26	05:30:00	1804.90	1805.68	1804.19	1804.40	881	0	0
2021.10.26	05:45:00	1804.40	1805.06	1803.58	1804.31	831	0	0
2021.10.26	06:00:00	1804.32	1804.48	1803.54	1804.33	780	0	0
2021.10.26	06:15:00	1804.32	1805.28	1803.66	1803.68	724	0	1
2021.10.26	06:30:00	1803.68	1804.14	1803.35	1803.85	446	0	0
2021.10.26	06:45:00	1803.87	1804.36	1803.28	1803.28	424	0	0
2021.10.26	07:00:00	1803.28	1803.33	1802.61	1802.61	184	0	0
2021.10.26	07:15:00	1802.61	1803.39	1801.97	1802.19	362	0	0
2021.10.26	07:30:00	1802.21	1802.62	1801.83	1802.46	344	0	2
2021.10.26	07:45:00	1802.47	1803.49	1802.18	1803.47	373	0	1
2021.10.26	08:00:00	1803.52	1804.47	1803.32	1804.46	472	0	0
2021.10.26	08:15:00	1804.48	1805.51	1804.24	1805.14	653	0	0
2021.10.26	08:30:00	1805.13	1805.61	1803.15	1804.13	947	0	0
2021.10.26	08:45:00	1804.12	1805.15	1803.94	1805.11	542	0	0
2021.10.26	09:00:00	1805.11	1806.57	1804.50	1804.81	1306	0	0
2021.10.26	09:15:00	1804.77	1806.19	1804.49	1805.26	1167	0	0
2021.10.26	09:30:00	1805.22	1806.14	1804.86	1804.96	1103	0	0
2021.10.26	09:45:00	1804.94	1804.94	1802.83	1804.33	1211	0	0
2021.10.26	10:00:00	1804.49	1804.83	1802.36	1803.09	1484	0	0
2021.10.26	10:15:00	1803.11	1803.55	1801.37	1801.56	1262	0	0
2021.10.26	10:30:00	1801.62	1802.56	1800.92	1801.61	1500	0	0
2021.10.26	10:45:00	1801.64	1803.07	1800.07	1800.60	1495	0	0
2021.10.26	11:00:00	1800.67	1802.19	1799.95	1801.72	1324	0	0
2021.10.26	11:15:00	1801.72	1803.24	1801.47	1802.39	1418	0	1
2021.10.26	11:30:00	1802.40	1803.25	1802.18	1802.49	1028	0	0
2021.10.26	11:45:00	1802.58	1802.69	1800.88	1802.36	1523	0	0
2021.10.26	12:00:00	1802.36	1802.42	1801.32	1802.23	997	0	0
2021.10.26	12:15:00	1802.15	1803.27	1802.15	1803.08	690	0	0
2021.10.26	12:30:00	1803.09	1803.61	1802.13	1803.48	591	0	0
2021.10.26	12:45:00	1803.49	1803.82	1802.72	1802.96	681	0	0
2021.10.26	13:00:00	1802.96	1803.55	1802.00	1802.09	549	0	0
