<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.28	10:00:00	2198.81	2198.90	2195.16	2196.18	885	0	5
2024.03.28	10:15:00	2196.18	2196.73	2194.10	2194.53	1304	0	5
2024.03.28	10:30:00	2194.54	2194.95	2192.97	2193.47	1211	0	5
2024.03.28	10:45:00	2193.47	2194.41	2192.73	2193.80	1078	0	5
2024.03.28	11:00:00	2193.80	2193.91	2190.91	2193.08	1632	0	5
2024.03.28	11:15:00	2193.00	2195.45	2192.54	2194.13	1635	0	5
2024.03.28	11:30:00	2194.13	2197.43	2193.91	2196.28	1105	0	5
2024.03.28	11:45:00	2196.27	2197.01	2194.83	2194.83	937	0	5
2024.03.28	12:00:00	2194.83	2194.85	2192.47	2194.32	1105	0	5
2024.03.28	12:15:00	2194.31	2196.45	2194.30	2196.22	993	0	5
2024.03.28	12:30:00	2196.22	2196.66	2194.91	2196.58	1081	0	5
2024.03.28	12:45:00	2196.57	2197.95	2196.34	2197.87	1048	0	5
2024.03.28	13:00:00	2197.88	2198.60	2197.20	2198.59	867	0	5
2024.03.28	13:15:00	2198.59	2208.37	2198.49	2204.55	2295	0	5
2024.03.28	13:30:00	2204.44	2211.87	2204.12	2211.01	2449	0	5
2024.03.28	13:45:00	2211.00	2213.80	2210.45	2212.26	2297	0	5
2024.03.28	14:00:00	2212.28	2212.38	2209.20	2211.69	2056	0	5
2024.03.28	14:15:00	2211.69	2213.39	2210.97	2212.69	1522	0	5
2024.03.28	14:30:00	2212.74	2213.24	2207.26	2208.96	1852	0	5
2024.03.28	14:45:00	2209.00	2211.54	2208.62	2210.45	1367	0	5
2024.03.28	15:00:00	2210.42	2215.30	2209.93	2213.99	2347	0	5
2024.03.28	15:15:00	2213.99	2216.98	2210.80	2211.43	2228	0	5
2024.03.28	15:30:00	2211.51	2211.62	2206.58	2207.52	3257	0	5
2024.03.28	15:45:00	2207.56	2216.17	2205.84	2215.72	2846	0	5
2024.03.28	16:00:00	2215.71	2217.15	2210.97	2211.62	3083	0	5
2024.03.28	16:15:00	2211.67	2213.72	2208.83	2209.67	2538	0	5
2024.03.28	16:30:00	2209.67	2210.08	2205.56	2208.38	3030	0	5
2024.03.28	16:45:00	2208.38	2210.89	2202.28	2206.85	3157	0	5
2024.03.28	17:00:00	2206.83	2209.33	2204.33	2207.07	2828	0	5
2024.03.28	17:15:00	2207.11	2208.27	2204.94	2206.58	2496	0	5
2024.03.28	17:30:00	2206.52	2213.18	2206.52	2211.97	2370	0	5
2024.03.28	17:45:00	2211.98	2215.04	2211.21	2214.41	2564	0	5
2024.03.28	18:00:00	2214.41	2216.79	2212.26	2213.85	2516	0	5
2024.03.28	18:15:00	2213.92	2216.98	2213.13	2215.18	2129	0	5
2024.03.28	18:30:00	2215.27	2215.72	2213.28	2214.31	1608	0	5
2024.03.28	18:45:00	2214.31	2216.39	2213.32	2215.96	1854	0	5
2024.03.28	19:00:00	2215.96	2216.84	2213.51	2214.01	1921	0	5
2024.03.28	19:15:00	2214.08	2219.36	2214.08	2219.16	1850	0	5
2024.03.28	19:30:00	2219.16	2225.51	2219.13	2223.30	2736	0	5
2024.03.28	19:45:00	2223.27	2223.50	2218.79	2220.36	2483	0	5
2024.03.28	20:00:00	2220.42	2223.36	2219.32	2219.42	2263	0	5
2024.03.28	20:15:00	2219.42	2219.69	2216.77	2217.86	1780	0	5
2024.03.28	20:30:00	2217.89	2220.55	2217.89	2220.08	1410	0	5
2024.03.28	20:45:00	2220.12	2222.20	2220.05	2222.03	1258	0	5
2024.03.28	21:00:00	2222.03	2222.46	2221.02	2221.12	1062	0	5
2024.03.28	21:15:00	2221.16	2222.41	2220.80	2221.30	766	0	5
2024.03.28	21:30:00	2221.30	2221.50	2218.38	2219.12	944	0	5
2024.03.28	21:45:00	2219.12	2220.69	2218.79	2220.57	758	0	5
2024.03.28	22:00:00	2220.57	2221.44	2220.20	2220.91	720	0	5
2024.03.28	22:15:00	2220.91	2221.42	2218.03	2219.54	925	0	5
2024.03.28	22:30:00	2219.54	2219.97	2218.71	2219.04	688	0	5
2024.03.28	22:45:00	2219.06	2222.29	2219.06	2221.86	893	0	5
2024.03.28	23:00:00	2221.86	2221.86	2220.10	2221.36	547	0	5
2024.03.28	23:15:00	2221.36	2221.36	2219.65	2219.78	343	0	5
2024.03.28	23:30:00	2219.78	2223.66	2219.77	2223.47	514	0	5
2024.03.28	23:45:00	2223.46	2236.24	2223.26	2232.88	2471	0	5
2024.04.01	01:00:00	2239.90	2245.51	2235.08	2240.54	2896	0	10
2024.04.01	01:15:00	2240.50	2242.23	2238.21	2241.83	1484	0	13
2024.04.01	01:30:00	2241.98	2242.19	2236.01	2236.84	1375	0	13
2024.04.01	01:45:00	2236.81	2238.13	2235.97	2236.91	1018	0	12
2024.04.01	02:00:00	2237.03	2238.59	2235.68	2238.50	1030	0	10
2024.04.01	02:15:00	2238.45	2240.42	2237.79	2240.14	783	0	7
2024.04.01	02:30:00	2240.15	2245.66	2240.15	2244.99	1189	0	5
2024.04.01	02:45:00	2244.99	2247.42	2243.49	2246.09	1569	0	5
2024.04.01	03:00:00	2246.10	2250.58	2243.99	2247.50	1666	0	5
2024.04.01	03:15:00	2247.50	2250.27	2247.00	2250.16	1192	0	5
2024.04.01	03:30:00	2249.78	2256.42	2249.68	2254.12	1774	0	5
2024.04.01	03:45:00	2254.12	2254.40	2249.42	2250.09	1413	0	5
2024.04.01	04:00:00	2250.09	2259.63	2250.09	2259.41	2872	0	5
2024.04.01	04:15:00	2259.38	2259.68	2254.36	2258.60	1977	0	5
2024.04.01	04:30:00	2258.59	2259.56	2255.40	2259.22	1725	0	5
2024.04.01	04:45:00	2259.22	2259.22	2255.10	2255.94	1877	0	5
2024.04.01	05:00:00	2255.99	2257.46	2255.00	2257.10	1407	0	5
2024.04.01	05:15:00	2257.10	2258.04	2255.71	2257.93	751	0	5
2024.04.01	05:30:00	2257.95	2258.28	2255.53	2256.48	1057	0	5
2024.04.01	05:45:00	2256.48	2258.13	2255.76	2257.40	844	0	5
2024.04.01	06:00:00	2257.39	2259.24	2256.63	2257.47	1191	0	5
2024.04.01	06:15:00	2257.47	2259.52	2257.10	2258.54	1260	0	5
2024.04.01	06:30:00	2258.57	2264.26	2258.47	2263.29	1425	0	5
2024.04.01	06:45:00	2263.27	2265.20	2262.31	2264.50	1228	0	5
2024.04.01	07:00:00	2264.50	2265.71	2261.19	2261.20	1216	0	5
2024.04.01	07:15:00	2261.19	2261.39	2260.18	2260.64	1005	0	5
2024.04.01	07:30:00	2260.64	2260.99	2258.15	2258.78	899	0	5
2024.04.01	07:45:00	2258.78	2260.59	2258.69	2260.39	866	0	5
2024.04.01	08:00:00	2260.39	2260.92	2259.29	2260.48	659	0	5
2024.04.01	08:15:00	2260.48	2260.48	2258.14	2258.14	736	0	5
2024.04.01	08:30:00	2258.14	2261.22	2258.01	2260.90	1481	0	5
2024.04.01	08:45:00	2260.90	2263.44	2260.57	2261.71	1145	0	5
2024.04.01	09:00:00	2261.66	2261.70	2259.54	2261.46	1108	0	5
2024.04.01	09:15:00	2261.46	2262.84	2260.41	2261.59	854	0	5
2024.04.01	09:30:00	2261.59	2262.63	2261.01	2261.54	690	0	5
2024.04.01	09:45:00	2261.54	2261.92	2259.02	2260.33	1301	0	5
2024.04.01	10:00:00	2260.33	2260.64	2259.29	2259.75	883	0	5
2024.04.01	10:15:00	2259.75	2261.85	2259.48	2261.85	725	0	5
2024.04.01	10:30:00	2261.86	2263.16	2260.05	2260.19	914	0	5
2024.04.01	10:45:00	2260.19	2260.20	2256.96	2257.61	889	0	5
2024.04.01	11:00:00	2257.61	2260.18	2257.05	2258.97	1038	0	5
2024.04.01	11:15:00	2258.97	2259.97	2257.31	2257.72	898	0	5
2024.04.01	11:30:00	2257.72	2258.28	2256.61	2257.09	739	0	5
2024.04.01	11:45:00	2257.09	2257.78	2255.85	2257.27	684	0	5
2024.04.01	12:00:00	2257.29	2258.40	2257.17	2257.90	581	0	5
2024.04.01	12:15:00	2257.90	2258.31	2250.76	2253.01	1244	0	5
2024.04.01	12:30:00	2253.01	2254.54	2249.28	2249.88	1321	0	5
2024.04.01	12:45:00	2249.87	2251.93	2249.87	2251.87	808	0	5
2024.04.01	13:00:00	2251.81	2253.50	2251.05	2252.50	1103	0	5
2024.04.01	13:15:00	2252.50	2252.93	2249.24	2250.03	910	0	5
2024.04.01	13:30:00	2250.01	2250.79	2248.72	2249.71	980	0	5
2024.04.01	13:45:00	2249.71	2249.96	2245.65	2247.86	1370	0	5
2024.04.01	14:00:00	2247.90	2249.79	2246.53	2249.08	1060	0	5
2024.04.01	14:15:00	2249.08	2249.70	2247.60	2249.04	908	0	5
2024.04.01	14:30:00	2248.96	2251.10	2248.68	2248.91	1098	0	5
2024.04.01	14:45:00	2248.91	2249.33	2246.63	2246.82	1271	0	5
2024.04.01	15:00:00	2246.82	2247.34	2243.70	2244.96	2061	0	5
2024.04.01	15:15:00	2244.96	2248.55	2243.63	2248.40	2304	0	5
2024.04.01	15:30:00	2248.40	2252.29	2247.89	2252.19	2199	0	5
2024.04.01	15:45:00	2252.22	2252.68	2249.72	2252.58	2003	0	5
2024.04.01	16:00:00	2252.63	2257.38	2252.56	2255.46	2717	0	5
2024.04.01	16:15:00	2255.47	2257.92	2253.91	2254.08	2404	0	5
2024.04.01	16:30:00	2254.09	2254.58	2248.09	2248.88	3453	0	5
2024.04.01	16:45:00	2248.88	2250.10	2239.32	2246.58	3626	0	5
2024.04.01	17:00:00	2246.57	2246.57	2234.43	2236.90	4149	0	5
2024.04.01	17:15:00	2236.90	2237.70	2230.82	2233.09	3517	0	5
2024.04.01	17:30:00	2233.09	2235.74	2228.54	2230.94	3150	0	5
2024.04.01	17:45:00	2231.00	2237.64	2230.36	2235.97	2878	0	5
2024.04.01	18:00:00	2235.95	2238.87	2233.76	2235.80	2382	0	5
2024.04.01	18:15:00	2235.80	2239.89	2235.18	2239.41	2191	0	5
2024.04.01	18:30:00	2239.40	2239.75	2237.36	2238.23	1798	0	5
2024.04.01	18:45:00	2238.18	2240.63	2237.63	2239.77	1553	0	5
2024.04.01	19:00:00	2239.77	2240.06	2237.18	2239.92	1953	0	5
2024.04.01	19:15:00	2239.90	2242.88	2239.58	2241.89	1955	0	5
2024.04.01	19:30:00	2241.79	2243.42	2241.18	2241.82	1370	0	5
2024.04.01	19:45:00	2241.82	2241.96	2237.18	2238.13	1583	0	5
2024.04.01	20:00:00	2238.13	2239.31	2237.57	2238.70	1284	0	5
2024.04.01	20:15:00	2238.72	2239.00	2234.78	2236.85	1736	0	5
2024.04.01	20:30:00	2236.85	2239.05	2236.64	2239.00	997	0	5
2024.04.01	20:45:00	2239.00	2239.37	2237.56	2239.20	791	0	5
2024.04.01	21:00:00	2239.20	2239.59	2238.15	2239.46	890	0	5
2024.04.01	21:15:00	2239.46	2241.28	2239.39	2240.27	622	0	5
2024.04.01	21:30:00	2240.28	2240.30	2239.00	2240.22	774	0	5
2024.04.01	21:45:00	2240.22	2240.56	2239.35	2239.41	715	0	5
2024.04.01	22:00:00	2239.42	2241.76	2239.15	2240.82	846	0	5
2024.04.01	22:15:00	2240.80	2241.53	2240.80	2241.10	619	0	5
2024.04.01	22:30:00	2241.10	2241.65	2239.97	2241.06	586	0	5
2024.04.01	22:45:00	2241.07	2244.73	2240.77	2244.72	963	0	5
2024.04.01	23:00:00	2244.72	2246.37	2243.08	2245.69	1081	0	5
2024.04.01	23:15:00	2245.69	2248.81	2245.63	2248.64	731	0	5
2024.04.01	23:30:00	2248.63	2250.17	2248.55	2249.54	961	0	5
2024.04.01	23:45:00	2249.50	2251.39	2249.08	2251.31	618	0	5
2024.04.02	01:00:00	2251.58	2251.66	2248.82	2250.67	663	0	5
2024.04.02	01:15:00	2250.67	2255.14	2250.60	2255.06	698	0	5
2024.04.02	01:30:00	2255.06	2255.90	2253.32	2253.85	663	0	5
2024.04.02	01:45:00	2253.85	2254.77	2252.60	2253.66	457	0	5
2024.04.02	02:00:00	2253.66	2253.75	2251.22	2252.03	537	0	5
2024.04.02	02:15:00	2252.03	2252.03	2249.97	2250.93	516	0	5
2024.04.02	02:30:00	2250.93	2251.51	2250.57	2250.57	509	0	5
2024.04.02	02:45:00	2250.57	2251.02	2248.66	2249.05	603	0	5
2024.04.02	03:00:00	2249.05	2250.73	2247.90	2249.02	1232	0	5
2024.04.02	03:15:00	2249.02	2252.06	2248.05	2251.17	1166	0	5
2024.04.02	03:30:00	2251.08	2253.59	2251.02	2253.18	1045	0	5
2024.04.02	03:45:00	2253.15	2253.67	2249.69	2250.44	1290	0	5
2024.04.02	04:00:00	2250.44	2250.44	2247.44	2248.64	1783	0	5
2024.04.02	04:15:00	2248.67	2250.07	2246.77	2249.23	1746	0	5
2024.04.02	04:30:00	2249.23	2249.91	2248.18	2249.16	1586	0	5
2024.04.02	04:45:00	2249.16	2249.40	2248.01	2249.07	1129	0	5
2024.04.02	05:00:00	2249.03	2249.79	2248.01	2248.11	1025	0	5
2024.04.02	05:15:00	2248.11	2248.90	2247.85	2248.33	656	0	5
2024.04.02	05:30:00	2248.35	2251.86	2248.15	2251.10	1456	0	5
2024.04.02	05:45:00	2250.99	2255.12	2250.34	2254.33	1471	0	5
2024.04.02	06:00:00	2254.33	2255.21	2253.45	2254.37	1448	0	5
2024.04.02	06:15:00	2254.37	2255.36	2252.78	2253.63	1288	0	5
2024.04.02	06:30:00	2253.63	2253.84	2252.27	2252.40	934	0	5
2024.04.02	06:45:00	2252.44	2252.49	2251.30	2251.59	600	0	5
2024.04.02	07:00:00	2251.59	2252.45	2251.11	2251.43	572	0	5
2024.04.02	07:15:00	2251.42	2252.35	2250.53	2252.23	490	0	5
2024.04.02	07:30:00	2252.23	2257.02	2252.21	2256.68	770	0	5
2024.04.02	07:45:00	2256.68	2259.89	2256.17	2256.72	1369	0	5
2024.04.02	08:00:00	2256.72	2257.13	2255.18	2255.79	866	0	5
2024.04.02	08:15:00	2255.79	2256.04	2254.08	2254.42	700	0	5
2024.04.02	08:30:00	2254.41	2255.09	2253.45	2254.03	1349	0	5
2024.04.02	08:45:00	2254.00	2254.00	2252.30	2253.63	1172	0	5
2024.04.02	09:00:00	2253.63	2255.31	2252.42	2254.86	1419	0	5
2024.04.02	09:15:00	2254.82	2255.71	2253.47	2254.63	1035	0	5
2024.04.02	09:30:00	2254.60	2255.40	2253.19	2254.36	1127	0	5
2024.04.02	09:45:00	2254.38	2256.16	2253.97	2255.73	1245	0	5
2024.04.02	10:00:00	2255.73	2255.91	2253.63	2255.54	1402	0	5
2024.04.02	10:15:00	2255.54	2255.59	2253.46	2254.15	1191	0	5
2024.04.02	10:30:00	2254.15	2255.79	2253.24	2255.41	1296	0	5
2024.04.02	10:45:00	2255.41	2257.67	2254.99	2256.46	1463	0	5
2024.04.02	11:00:00	2256.46	2262.74	2256.20	2262.09	2186	0	5
2024.04.02	11:15:00	2262.08	2262.85	2259.91	2261.49	1668	0	5
2024.04.02	11:30:00	2261.48	2262.28	2261.09	2261.96	1334	0	5
2024.04.02	11:45:00	2261.96	2262.07	2260.40	2261.15	1278	0	5
2024.04.02	12:00:00	2261.15	2262.89	2260.55	2261.31	1226	0	5
2024.04.02	12:15:00	2261.31	2263.17	2261.00	2263.10	1028	0	5
2024.04.02	12:30:00	2263.23	2266.85	2262.21	2263.16	1941	0	5
2024.04.02	12:45:00	2263.16	2263.20	2259.68	2260.79	1688	0	5
2024.04.02	13:00:00	2260.76	2260.76	2255.18	2256.39	1866	0	5
2024.04.02	13:15:00	2256.41	2260.71	2256.33	2260.70	1507	0	5
2024.04.02	13:30:00	2260.70	2263.83	2260.16	2263.83	1099	0	5
2024.04.02	13:45:00	2263.83	2264.75	2262.02	2262.18	1199	0	5
2024.04.02	14:00:00	2262.14	2262.19	2260.09	2261.12	1031	0	5
2024.04.02	14:15:00	2261.12	2261.12	2256.01	2257.59	1620	0	5
2024.04.02	14:30:00	2257.59	2259.72	2256.49	2258.63	1408	0	5
2024.04.02	14:45:00	2258.63	2260.79	2257.61	2260.64	1537	0	5
2024.04.02	15:00:00	2260.66	2261.53	2256.29	2257.20	1889	0	5
2024.04.02	15:15:00	2257.19	2258.01	2254.23	2256.60	2205	0	5
2024.04.02	15:30:00	2256.59	2256.94	2253.40	2254.47	2451	0	5
2024.04.02	15:45:00	2254.45	2258.90	2253.90	2257.62	2149	0	5
2024.04.02	16:00:00	2257.61	2259.01	2254.61	2258.62	2553	0	5
2024.04.02	16:15:00	2258.59	2259.95	2256.44	2258.57	2589	0	5
2024.04.02	16:30:00	2258.57	2264.44	2257.84	2262.03	3575	0	5
2024.04.02	16:45:00	2262.04	2266.83	2261.12	2265.27	3106	0	5
2024.04.02	17:00:00	2265.33	2274.21	2263.39	2270.95	3889	0	5
2024.04.02	17:15:00	2271.02	2277.03	2270.64	2275.23	3278	0	5
2024.04.02	17:30:00	2275.21	2276.70	2265.08	2265.87	3482	0	5
2024.04.02	17:45:00	2265.83	2266.73	2257.33	2260.79	3614	0	5
2024.04.02	18:00:00	2260.77	2261.15	2256.09	2259.09	3045	0	5
2024.04.02	18:15:00	2259.09	2260.85	2253.94	2255.52	2837	0	5
2024.04.02	18:30:00	2255.41	2257.48	2250.84	2257.17	3011	0	5
2024.04.02	18:45:00	2257.12	2260.00	2255.80	2258.63	2196	0	5
2024.04.02	19:00:00	2258.71	2260.09	2254.68	2255.20	2236	0	5
2024.04.02	19:15:00	2255.27	2258.00	2254.17	2257.83	1852	0	5
2024.04.02	19:30:00	2257.83	2260.88	2257.83	2259.97	1764	0	5
2024.04.02	19:45:00	2260.10	2261.46	2258.55	2260.36	1603	0	5
2024.04.02	20:00:00	2260.36	2262.44	2259.55	2261.36	1522	0	5
2024.04.02	20:15:00	2261.36	2262.29	2260.31	2261.27	1713	0	5
2024.04.02	20:30:00	2261.21	2264.01	2260.79	2262.86	1498	0	5
2024.04.02	20:45:00	2262.84	2266.71	2262.74	2265.97	1763	0	5
2024.04.02	21:00:00	2265.98	2272.44	2265.52	2271.59	2198	0	5
2024.04.02	21:15:00	2271.59	2272.81	2269.33	2271.39	1899	0	5
2024.04.02	21:30:00	2271.42	2272.23	2268.38	2269.10	1410	0	5
2024.04.02	21:45:00	2269.12	2272.04	2268.36	2271.45	1393	0	5
2024.04.02	22:00:00	2271.48	2274.76	2271.06	2274.05	1781	0	5
2024.04.02	22:15:00	2274.04	2275.10	2272.49	2273.62	1383	0	5
2024.04.02	22:30:00	2273.62	2276.67	2272.68	2276.51	1228	0	5
2024.04.02	22:45:00	2276.51	2279.32	2276.19	2277.48	1892	0	5
2024.04.02	23:00:00	2277.48	2277.65	2275.80	2276.41	1021	0	5
2024.04.02	23:15:00	2276.41	2277.41	2276.11	2277.36	554	0	5
2024.04.02	23:30:00	2277.36	2280.28	2277.13	2279.51	1009	0	5
2024.04.02	23:45:00	2279.53	2281.06	2279.43	2280.53	774	0	5
2024.04.03	01:00:00	2280.46	2282.15	2279.68	2280.70	1160	0	5
2024.04.03	01:15:00	2280.64	2288.36	2280.52	2286.96	2028	0	5
2024.04.03	01:30:00	2286.96	2287.58	2282.01	2283.54	1159	0	5
2024.04.03	01:45:00	2283.53	2284.06	2281.51	2281.86	675	0	5
2024.04.03	02:00:00	2281.96	2283.80	2281.34	2281.94	503	0	5
2024.04.03	02:15:00	2281.94	2282.81	2281.59	2281.68	339	0	5
2024.04.03	02:30:00	2281.67	2281.89	2279.00	2280.01	720	0	5
2024.04.03	02:45:00	2280.01	2280.75	2277.91	2279.97	785	0	5
2024.04.03	03:00:00	2279.70	2285.58	2279.32	2285.11	1355	0	5
2024.04.03	03:15:00	2285.10	2285.11	2281.70	2282.87	1082	0	5
2024.04.03	03:30:00	2282.86	2285.89	2282.77	2283.92	1227	0	5
2024.04.03	03:45:00	2284.10	2285.80	2282.71	2283.23	1268	0	5
2024.04.03	04:00:00	2283.30	2283.49	2276.86	2277.84	2434	0	5
2024.04.03	04:15:00	2277.99	2280.20	2276.78	2280.14	1786	0	5
2024.04.03	04:30:00	2280.21	2282.64	2278.08	2282.30	1618	0	5
2024.04.03	04:45:00	2282.29	2282.74	2280.90	2282.59	1237	0	5
2024.04.03	05:00:00	2282.54	2284.49	2281.63	2284.06	1276	0	5
2024.04.03	05:15:00	2284.06	2284.63	2283.39	2283.60	769	0	5
2024.04.03	05:30:00	2283.60	2284.56	2282.14	2282.47	979	0	5
2024.04.03	05:45:00	2282.47	2284.38	2282.38	2283.43	603	0	5
2024.04.03	06:00:00	2283.59	2285.88	2283.32	2285.57	1159	0	5
2024.04.03	06:15:00	2285.57	2288.01	2283.85	2284.15	1720	0	5
2024.04.03	06:30:00	2284.16	2285.54	2283.21	2285.54	739	0	5
2024.04.03	06:45:00	2285.52	2285.87	2284.35	2285.10	550	0	5
2024.04.03	07:00:00	2285.15	2287.13	2285.15	2286.76	645	0	5
2024.04.03	07:15:00	2286.76	2287.08	2285.21	2285.25	662	0	5
2024.04.03	07:30:00	2285.22	2286.45	2284.73	2286.32	563	0	5
2024.04.03	07:45:00	2286.25	2286.59	2283.74	2283.74	576	0	5
2024.04.03	08:00:00	2283.77	2283.98	2281.01	2281.84	1175	0	5
2024.04.03	08:15:00	2281.88	2283.70	2281.88	2283.66	586	0	5
2024.04.03	08:30:00	2283.66	2284.38	2281.78	2283.72	1218	0	5
2024.04.03	08:45:00	2283.72	2286.06	2283.69	2286.03	1065	0	5
2024.04.03	09:00:00	2286.05	2286.07	2283.07	2283.48	1237	0	5
2024.04.03	09:15:00	2283.47	2283.51	2281.07	2281.49	1394	0	5
2024.04.03	09:30:00	2281.52	2283.19	2281.41	2282.23	1307	0	5
2024.04.03	09:45:00	2282.23	2283.27	2281.12	2282.04	1172	0	5
2024.04.03	10:00:00	2282.04	2282.10	2275.71	2276.97	1821	0	5
2024.04.03	10:15:00	2276.98	2277.96	2270.48	2272.81	2078	0	5
2024.04.03	10:30:00	2272.76	2273.81	2270.90	2271.96	1901	0	5
2024.04.03	10:45:00	2271.96	2273.13	2270.82	2271.22	1388	0	5
2024.04.03	11:00:00	2271.22	2271.39	2267.73	2269.73	1723	0	5
2024.04.03	11:15:00	2269.67	2271.14	2267.79	2269.53	1561	0	5
2024.04.03	11:30:00	2269.53	2274.50	2268.68	2273.71	1607	0	5
2024.04.03	11:45:00	2273.64	2276.05	2273.16	2273.27	1967	0	5
2024.04.03	12:00:00	2273.27	2274.35	2272.27	2273.85	1363	0	5
2024.04.03	12:15:00	2273.85	2274.79	2269.97	2270.20	1506	0	5
2024.04.03	12:30:00	2270.08	2272.60	2269.72	2271.69	1325	0	5
2024.04.03	12:45:00	2271.69	2274.71	2271.49	2272.11	1137	0	5
2024.04.03	13:00:00	2272.03	2273.45	2270.63	2270.79	1141	0	5
2024.04.03	13:15:00	2270.80	2272.64	2270.45	2271.21	1378	0	5
2024.04.03	13:30:00	2271.11	2273.17	2270.01	2272.15	1164	0	5
2024.04.03	13:45:00	2272.15	2272.82	2271.33	2272.76	1182	0	5
2024.04.03	14:00:00	2272.76	2273.30	2271.25	2272.44	1114	0	5
2024.04.03	14:15:00	2272.41	2273.10	2268.85	2270.60	1131	0	5
2024.04.03	14:30:00	2270.60	2271.67	2269.64	2270.58	1192	0	5
2024.04.03	14:45:00	2270.58	2274.54	2270.48	2273.78	1586	0	5
2024.04.03	15:00:00	2273.81	2274.32	2271.40	2273.03	1911	0	5
2024.04.03	15:15:00	2273.00	2273.01	2265.47	2268.66	3381	0	5
2024.04.03	15:30:00	2268.75	2272.93	2268.08	2272.43	2779	0	5
2024.04.03	15:45:00	2272.42	2275.19	2272.37	2274.98	2324	0	5
2024.04.03	16:00:00	2274.92	2278.87	2274.21	2275.15	2868	0	5
2024.04.03	16:15:00	2275.26	2276.76	2273.50	2274.56	2307	0	5
2024.04.03	16:30:00	2274.53	2276.99	2271.74	2274.64	3330	0	5
2024.04.03	16:45:00	2274.61	2276.91	2273.91	2275.12	2641	0	5
2024.04.03	17:00:00	2275.12	2285.31	2275.12	2279.41	4039	0	5
2024.04.03	17:15:00	2279.41	2279.56	2275.95	2276.11	3153	0	5
2024.04.03	17:30:00	2276.01	2283.84	2274.19	2283.84	2698	0	5
2024.04.03	17:45:00	2283.84	2285.05	2282.09	2282.75	2824	0	5
2024.04.03	18:00:00	2282.75	2285.19	2280.67	2283.09	2950	0	5
2024.04.03	18:15:00	2283.09	2287.06	2282.62	2286.74	2607	0	5
2024.04.03	18:30:00	2286.75	2288.35	2282.45	2282.85	2634	0	5
2024.04.03	18:45:00	2282.85	2286.34	2282.74	2286.32	2275	0	5
2024.04.03	19:00:00	2286.33	2286.94	2280.82	2284.24	2422	0	5
2024.04.03	19:15:00	2284.24	2293.02	2283.18	2291.69	3079	0	5
2024.04.03	19:30:00	2291.69	2295.23	2291.24	2293.07	3287	0	5
2024.04.03	19:45:00	2293.07	2294.02	2291.37	2294.02	2336	0	5
2024.04.03	20:00:00	2293.88	2293.88	2288.95	2290.42	2341	0	5
2024.04.03	20:15:00	2290.32	2294.95	2290.31	2294.63	2047	0	5
2024.04.03	20:30:00	2294.62	2294.65	2291.71	2291.84	1503	0	5
2024.04.03	20:45:00	2291.87	2295.61	2291.59	2295.08	1485	0	5
2024.04.03	21:00:00	2295.08	2295.47	2294.12	2294.93	1226	0	5
2024.04.03	21:15:00	2294.91	2295.35	2293.93	2294.46	795	0	5
2024.04.03	21:30:00	2294.46	2297.22	2294.42	2297.20	1084	0	5
2024.04.03	21:45:00	2297.19	2297.77	2295.90	2296.47	1054	0	5
2024.04.03	22:00:00	2296.44	2298.90	2295.40	2295.52	1468	0	5
2024.04.03	22:15:00	2295.52	2296.14	2294.67	2295.81	1223	0	5
2024.04.03	22:30:00	2295.81	2295.89	2294.86	2295.43	842	0	5
2024.04.03	22:45:00	2295.43	2297.87	2295.43	2297.52	1092	0	5
2024.04.03	23:00:00	2297.68	2298.28	2297.37	2298.16	620	0	5
2024.04.03	23:15:00	2298.16	2299.23	2297.88	2298.91	587	0	5
2024.04.03	23:30:00	2298.91	2300.13	2298.01	2299.23	641	0	5
2024.04.03	23:45:00	2299.27	2301.14	2298.96	2299.64	724	0	5
2024.04.04	01:00:00	2299.88	2300.66	2298.86	2299.73	893	0	5
2024.04.04	01:15:00	2299.72	2302.71	2299.33	2301.80	1149	0	5
2024.04.04	01:30:00	2301.80	2302.54	2299.56	2300.26	961	0	5
2024.04.04	01:45:00	2300.28	2301.87	2300.08	2301.81	702	0	5
2024.04.04	02:00:00	2301.81	2301.81	2300.08	2301.18	716	0	5
2024.04.04	02:15:00	2301.12	2301.35	2300.08	2300.84	710	0	5
2024.04.04	02:30:00	2300.84	2301.03	2296.96	2297.47	966	0	5
2024.04.04	02:45:00	2297.51	2297.91	2296.37	2297.56	782	0	5
2024.04.04	03:00:00	2297.56	2300.15	2297.35	2298.14	1184	0	5
2024.04.04	03:15:00	2298.27	2300.98	2298.13	2299.63	1169	0	5
2024.04.04	03:30:00	2299.60	2301.23	2297.88	2299.37	1201	0	5
2024.04.04	03:45:00	2299.37	2302.60	2299.23	2302.26	1154	0	5
2024.04.04	04:00:00	2302.26	2304.87	2297.84	2298.70	1683	0	5
2024.04.04	04:15:00	2298.70	2302.22	2297.58	2300.16	1407	0	5
2024.04.04	04:30:00	2300.16	2301.00	2299.36	2300.74	677	0	5
2024.04.04	04:45:00	2300.74	2303.11	2300.34	2301.13	824	0	5
2024.04.04	05:00:00	2301.13	2301.35	2300.20	2300.48	924	0	5
2024.04.04	05:15:00	2300.53	2301.18	2300.04	2300.90	702	0	5
